CICLO,Fecha,Parcela ,Repetición,Tratamiento,Porte,Número de Plantas Vivas,Número de Plantas Marchitaz,Planta 1 Patologías y Severidades ,Planta 2 Patologías y Severidades ,Planta 3 Patologías y Severidades ,Observaciones
I,30/09/2020,Casa Malla,1,3,ALTO,19,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,4,ALTO,16,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,2,ALTO,23,0,PEV,PEV,PEV,NA
I,30/09/2020,Casa Malla,1,1,ALTO,17,0,PEV,PEV,PEV,DEFICIENCIA DE HIERRO
I,30/09/2020,Casa Malla,1,6,ALTO,24,0,0,0,0,POSIBLE ANTRACNOSIS EN FLOR
I,30/09/2020,Casa Malla,1,7,ALTO,24,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,6,ALTO,23,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,7,ALTO,23,0,0,0,0,DEFICIENCIA DE HIERRO
I,30/09/2020,Casa Malla,2,2,ALTO,21,0,MFHB:1; PEV,MFHB:1,MFHB:1,NA
I,30/09/2020,Casa Malla,2,3,ALTO,21,0,MFHB:1,PEV,0,NA
I,30/09/2020,Casa Malla,2,1,ALTO,12,0,PEV,PEV,O,NA
I,30/09/2020,Casa Malla,2,5,ALTO,8,0,0,0,0,"MERISTEMOS ATROFIADOS, POSIBLE DAÑO HERBICIDA"
I,30/09/2020,Casa Malla,2,4,ALTO,17,0,0,0,0,"MERISTEMOS ATROFIADOS, POSIBLE DAÑO HERBICIDA"
I,30/09/2020,Casa Malla,3,3,ALTO,20,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,1,ALTO,4,0,PEV,PEV,PEV,NA
I,30/09/2020,Casa Malla,3,2,ALTO,17,0,PEV,0,0,NA
I,30/09/2020,Casa Malla,3,5,ALTO,8,0,PEV,0,PEV,NA
I,30/09/2020,Casa Malla,3,4,ALTO,8,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,6,ALTO,7,0,0,0,0,CLORISIS HOJAS JOVENES
I,30/09/2020,Casa Malla,3,7,ALTO,17,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,5,BAJO,40,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,2,BAJO,20,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,11,BAJO,15,0,0,MF:1,0,NA
I,30/09/2020,Casa Malla,1,6,BAJO,10,0,MF:1,MF:1,0,NA
I,30/09/2020,Casa Malla,1,12,BAJO,13,0,PEV,MFCH,0,FLORACIÓN
I,30/09/2020,Casa Malla,1,4R,BAJO,2,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Casa Malla,1,4C,BAJO,14,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,8,BAJO,3,1,0,0,0,NA
I,30/09/2020,Casa Malla,1,1,BAJO,26,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,10,BAJO,22,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,9,BAJO,19,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,15,BAJO,10,0,0,0,0,APORQUE
I,30/09/2020,Casa Malla,1,13,BAJO,14,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,14,BAJO,14,0,0,MF:1,PEV,NA
I,30/09/2020,Casa Malla,1,16,BAJO,15,0,0,0,0,CLOROSIS GENERAL
I,30/09/2020,Casa Malla,1,7,BAJO,12,0,0,0,0,NA
I,30/09/2020,Casa Malla,1,3,BAJO,38,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,16,BAJO,16,1,0,0,0,NA
I,30/09/2020,Casa Malla,2,7,BAJO,12,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,13,BAJO,11,2,0,0,0,SCLEROTIUM ROLFSII
I,30/09/2020,Casa Malla,2,3,BAJO,34,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,5,BAJO,19,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,6,BAJO,10,0,MF:1,MF:2,0,NA
I,30/09/2020,Casa Malla,2,11,BAJO,26,0,0,0,0,POSIBLES ESCLEROCIOS
I,30/09/2020,Casa Malla,2,1,BAJO,15,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,12,BAJO,13,1,0,0,0,ESCLEROCIOS
I,30/09/2020,Casa Malla,2,10,BAJO,24,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,15,BAJO,9,1,0,0,0,NA
I,30/09/2020,Casa Malla,2,4R,BAJO,10,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,4C,BAJO,15,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,9,BAJO,22,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,14,BAJO,13,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,8,BAJO,7,0,0,0,0,NA
I,30/09/2020,Casa Malla,2,2,BAJO,26,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,2,BAJO,18,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,6,BAJO,10,0,MF:1,MF:1,MF:1,FLORACIÓN
I,30/09/2020,Casa Malla,3,16,BAJO,15,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,10,BAJO,17,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,14,BAJO,12,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,9,BAJO,12,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,4R,BAJO,8,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,4C,BAJO,16,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,3,BAJO,32,0,0,0,0,CLOROSIS
I,30/09/2020,Casa Malla,3,15,BAJO,4,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,11,BAJO,18,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,12,BAJO,10,0,0,0,0,FLORACIÓN
I,30/09/2020,Casa Malla,3,13,BAJO,13,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,1,BAJO,18,0,0,0,0,CLOROSIS
I,30/09/2020,Casa Malla,3,7,BAJO,13,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,8,BAJO,5,0,0,0,0,NA
I,30/09/2020,Casa Malla,3,5,BAJO,37,0,0,0,0,NA
I,30/09/2020,Campo Abierto,1,4,ALTO,11,0,0,0,0,NA
I,30/09/2020,Campo Abierto,1,3,ALTO,18,0,0,0,0,NA
I,30/09/2020,Campo Abierto,1,2,ALTO,17,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo Abierto,1,5,ALTO,4,0,PEV,0,0,NA
I,30/09/2020,Campo Abierto,1,1,ALTO,5,0,PEV,0,PEV,NA
I,30/09/2020,Campo Abierto,1,7,ALTO,17,2,0,0,0,FLORACIÓN
I,30/09/2020,Campo Abierto,1,6,ALTO,13,1,0,0,0,FRUTOS
I,30/09/2020,Campo Abierto,2,7,ALTO,16,0,0,0,0,FRUTOS
I,30/09/2020,Campo Abierto,2,6,ALTO,16,0,0,0,0,FLORES POCO DESARROLLADAS
I,30/09/2020,Campo Abierto,2,1,ALTO,4,0,0,0,PEV,FLORES
I,30/09/2020,Campo Abierto,2,5,ALTO,4,0,PEV,PEV,PEV,NA
I,30/09/2020,Campo Abierto,2,3,ALTO,16,0,0,0,0,NA
I,30/09/2020,Campo Abierto,2,2,ALTO,16,0,PEV,PEV,0,NA
I,30/09/2020,Campo Abierto,2,4,ALTO,10,0,0,0,0,NA
I,30/09/2020,Campo Abierto,3,3,ALTO,20,1,0,0,0,NA
I,30/09/2020,Campo Abierto,3,2,ALTO,15,0,0,0,0,NA
I,30/09/2020,Campo Abierto,3,1,ALTO,13,0,PEV,PEV,PEV,NA
I,30/09/2020,Campo Abierto,3,4,ALTO,12,0,0,0,0,NA
I,30/09/2020,Campo Abierto,3,5,ALTO,3,0,0,0,0,NA
I,30/09/2020,Campo Abierto,3,7,ALTO,18,0,0,0,0,NA
I,30/09/2020,Campo Abierto,3,6,ALTO,15,0,0,0,0,NA
I,30/09/2020,Campo abierto,1,3,BAJO,47,0,0,0,0,NA
I,30/09/2020,Campo abierto,1,12,BAJO,19,0,0,0,0,NA
I,30/09/2020,Campo abierto,1,6,BAJO,25,1,MF:1,MF:1,MF:1,NA
I,30/09/2020,Campo abierto,1,5,BAJO,27,0,MFCHO:1,MFCHO:1,0,NA
I,30/09/2020,Campo abierto,1,2,BAJO,45,0,0,0,0,NA
I,30/09/2020,Campo abierto,1,13,BAJO,20,0,0,0,0,NA
I,30/09/2020,Campo abierto,1,7,BAJO,17,0,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,30/09/2020,Campo abierto,1,11,BAJO,21,0,PEV,PEV,PEV,NA
I,30/09/2020,Campo abierto,1,15,BAJO,16,1,0,0,0,NA
I,30/09/2020,Campo abierto,1,10,BAJO,24,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,1,4C,BAJO,3,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,1,4R,BAJO,11,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,1,14,BAJO,12,0,0,0,0,NA
I,30/09/2020,Campo abierto,1,8,BAJO,13,0,0,0,0,CHOANEPHORA
I,30/09/2020,Campo abierto,1,1,BAJO,32,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,1,9,BAJO,6,0,0,0,0,NA
I,30/09/2020,Campo abierto,1,16,BAJO,16,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,7,BAJO,11,0,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,30/09/2020,Campo abierto,2,8,BAJO,9,0,MFCHO:1,0,0,NA
I,30/09/2020,Campo abierto,2,15,BAJO,15,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,12,BAJO,7,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,3,BAJO,32,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,14,BAJO,10,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,2,6,BAJO,20,0,MF:1,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,2,13,BAJO,24,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,1,BAJO,32,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,5,BAJO,21,0,0,0,0,DAÑO POR RASPADOR
I,30/09/2020,Campo abierto,2,2,BAJO,23,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,4C,BAJO,7,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,4R,BAJO,4,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,10,BAJO,17,0,0,0,0,NA
I,30/09/2020,Campo abierto,2,11,BAJO,4,0,0,PEV,0,ACORTAMIENTO POCO DESARROLLO
I,30/09/2020,Campo abierto,2,16,BAJO,15,1,0,0,0,NA
I,30/09/2020,Campo abierto,2,9,BAJO,6,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,15,BAJO,18,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,3,11,BAJO,9,0,PEV,PEV,0,NA
I,30/09/2020,Campo abierto,3,12,BAJO,7,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,14,BAJO,9,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,3,4R,BAJO,1,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,4C,BAJO,7,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,1,BAJO,24,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,3,3,BAJO,32,0,0,0,0,AMARILLAMIENTO EN HOJAS
I,30/09/2020,Campo abierto,3,8,BAJO,17,0,0,0,MFCHO:1,NA
I,30/09/2020,Campo abierto,3,13,BAJO,14,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,2,BAJO,28,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,6,BAJO,9,1,MF:1,MF:1,MF:1,NA
I,30/09/2020,Campo abierto,3,16,BAJO,14,0,0,0,0,POCO DESARROLLO
I,30/09/2020,Campo abierto,3,10,BAJO,24,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,7,BAJO,8,0,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,30/09/2020,Campo abierto,3,5,BAJO,8,0,0,0,0,NA
I,30/09/2020,Campo abierto,3,9,BAJO,5,0,0,0,0,POCO DESARROLLO
I,15/10/2020,Invernadero,1,3,ALTO,17,0,0,0,0,NA
I,15/10/2020,Invernadero,1,2,ALTO,NA,NA,0,0,0,NA
I,15/10/2020,Invernadero,1,1,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,1,5,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,1,4,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,1,6,ALTO,18,0,0,0,0,NA
I,15/10/2020,Invernadero,1,7,ALTO,16,1,0,0,0,NA
I,15/10/2020,Invernadero,2,6,ALTO,17,0,0,0,0,CLOROSIS TERCIO SUPERIOR
I,15/10/2020,Invernadero,2,7,ALTO,17,0,0,0,0,NA
I,15/10/2020,Invernadero,2,3,ALTO,NA,NA,0,0,0,NA
I,15/10/2020,Invernadero,2,4,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,2,2,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,2,1,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,2,5,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,3,2,ALTO,NA,NA,PEV,PEV,PEV,VARIEGADO
I,15/10/2020,Invernadero,3,4,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,3,5,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,3,3,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,3,1,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Invernadero,3,6,ALTO,17,0,0,0,0,NA
I,15/10/2020,Invernadero,3,7,ALTO,17,0,0,0,0,NA
I,15/10/2020,Invernadero,1,11,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,1,4,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Invernadero,1,5,BAJO,15,0,0,0,0,NA
I,15/10/2020,Invernadero,1,9,BAJO,12,0,0,0,0,NA
I,15/10/2020,Invernadero,1,13,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,1,16,BAJO,4,0,0,0,0,NA
I,15/10/2020,Invernadero,1,10,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,1,15,BAJO,5,0,0,0,0,NA
I,15/10/2020,Invernadero,1,2,BAJO,15,0,0,0,0,NA
I,15/10/2020,Invernadero,1,8,BAJO,10,0,0,0,0,NA
I,15/10/2020,Invernadero,1,6,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,1,1,BAJO,17,0,0,0,0,PLANTA ENANA
I,15/10/2020,Invernadero,1,3,BAJO,13,0,0,0,0,NA
I,15/10/2020,Invernadero,1,14,BAJO,4,0,0,0,0,NA
I,15/10/2020,Invernadero,1,12,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,1,7,BAJO,10,0,0,0,0,NA
I,15/10/2020,Invernadero,2,16,BAJO,5,0,0,0,0,APORQUE
I,15/10/2020,Invernadero,2,11,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,2,15,BAJO,4,0,0,0,0,NA
I,15/10/2020,Invernadero,2,14,BAJO,7,0,0,0,0,NA
I,15/10/2020,Invernadero,2,5,BAJO,7,0,0,0,BQ:1,BORDES DE LAS HOJAS QUEMADOS
I,15/10/2020,Invernadero,2,8,BAJO,4,0,0,0,0,NA
I,15/10/2020,Invernadero,2,12,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,2,9,BAJO,15,0,0,0,0,NA
I,15/10/2020,Invernadero,2,13,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,2,4R,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Invernadero,2,4C,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Invernadero,2,7,BAJO,7,0,0,0,MFCHO:1,NA
I,15/10/2020,Invernadero,2,6,BAJO,4,0,0,0,MFCHO:1,NA
I,15/10/2020,Invernadero,2,2,BAJO,3,0,0,0,0,NA
I,15/10/2020,Invernadero,2,3,BAJO,18,0,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,15/10/2020,Invernadero,2,1,BAJO,14,0,0,0,0,NA
I,15/10/2020,Invernadero,2,10,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,3,5,BAJO,9,0,0,0,0,NA
I,15/10/2020,Invernadero,3,1,BAJO,11,0,0,0,0,NA
I,15/10/2020,Invernadero,3,14,BAJO,8,0,0,0,0,NA
I,15/10/2020,Invernadero,3,12,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,3,16,BAJO,3,0,0,0,0,PLANTA ENANA
I,15/10/2020,Invernadero,3,2,BAJO,4,0,0,0,0,NA
I,15/10/2020,Invernadero,3,10,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,3,7,BAJO,9,0,0,0,0,NA
I,15/10/2020,Invernadero,3,15,BAJO,6,0,0,0,0,NA
I,15/10/2020,Invernadero,3,11,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,3,13,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Invernadero,3,4C,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Invernadero,3,4R,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Invernadero,3,8,BAJO,2,0,0,0,0,NA
I,15/10/2020,Invernadero,3,9,BAJO,6,0,0,0,0,NA
I,15/10/2020,Invernadero,3,3,BAJO,12,0,0,0,0,NA
I,15/10/2020,Invernadero,3,6,BAJO,1,0,0,0,0,NA
I,15/10/2020,Casa Malla,1,5,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Casa Malla,1,3,ALTO,NA,NA,PEV,PEV,PEV,INCIDENCIA DE SPODOPTERA
I,15/10/2020,Casa Malla,1,4,ALTO,NA,NA,PEV; MAN:2,PEV; MAN:2,PEV; MAN:2,"MANCHA ANGULAR, POSIBLE VIRUS O BACTERIA"
I,15/10/2020,Casa Malla,1,2,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Casa Malla,1,1,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Casa Malla,1,6,ALTO,21,0,0,0,0,NA
I,15/10/2020,Casa Malla,1,7,ALTO,22,0,0,0,MFCHO:1,NA
I,15/10/2020,Casa Malla,2,6,ALTO,21,0,0,0,0,NA
I,15/10/2020,Casa Malla,2,7,ALTO,23,0,0,0,0,NA
I,15/10/2020,Casa Malla,2,2,ALTO,NA,NA,PEV;MHB:1,PEV;MHB:1,PEV;MHB:1,NA
I,15/10/2020,Casa Malla,2,3,ALTO,NA,NA,PEV,PEV,PEV; SR,SCLEROTIUM ROLFSII
I,15/10/2020,Casa Malla,2,1,ALTO,NA,NA,PEV;MFHB:1,PEV;MFCHO:1,PEV,NA
I,15/10/2020,Casa Malla,2,5,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Casa Malla,2,4,ALTO,NA,NA,PEV;MAN:1,PEV;MAN:2,PEV;MAN:1,NA
I,15/10/2020,Casa Malla,3,3,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Casa Malla,3,1,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Casa Malla,3,2,ALTO,NA,NA,PEV,PEV,PEV;MFHB:1,NA
I,15/10/2020,Casa Malla,3,5,ALTO,NA,1,PEV,PEV,PEV,SCLEROTIUM ROLFSII
I,15/10/2020,Casa Malla,3,4,ALTO,NA,NA,PEV;MAN:1,PEV;MAN:1,PEV;MAN:1,NA
I,15/10/2020,Casa Malla,3,6,ALTO,8,0,0,0,0,NA
I,15/10/2020,Casa Malla,3,7,ALTO,14,1,0,0,0,SCLEROTIUM ROLFSII
I,15/10/2020,Casa Malla,1,5,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Casa Malla,1,2,BAJO,17,0,0,0,MFCHO:1,NA
I,15/10/2020,Casa Malla,1,11,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,1,6,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Casa Malla,1,12,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,1,4R,BAJO,2,0,0,0,NA,NA
I,15/10/2020,Casa Malla,1,4C,BAJO,2,0,0,0,NA,NA
I,15/10/2020,Casa Malla,1,8,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Casa Malla,1,1,BAJO,28,0,0,0,0,NA
I,15/10/2020,Casa Malla,1,10,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,1,9,BAJO,18,0,0,0,0,NA
I,15/10/2020,Casa Malla,1,15,BAJO,11,0,MBHB:1,MBHB:1,MBHB:1,NA
I,15/10/2020,Casa Malla,1,13,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,1,14,BAJO,11,1,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,15/10/2020,Casa Malla,1,16,BAJO,15,1,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,15/10/2020,Casa Malla,1,7,BAJO,9,1,0,0,0,SCLEROTIUM ROLFSII
I,15/10/2020,Casa Malla,1,3,BAJO,31,0,0,0,0,CLOROSIS INTERVENAL
I,15/10/2020,Casa Malla,2,16,BAJO,13,0,0,0,MFCHO:1,0
I,15/10/2020,Casa Malla,2,7,BAJO,8,0,O,O,O,NA
I,15/10/2020,Casa Malla,2,13,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,2,3,BAJO,33,0,0,0,0,CLORISIS INTERVENAL
I,15/10/2020,Casa Malla,2,5,BAJO,10,0,0,0,0,NA
I,15/10/2020,Casa Malla,2,6,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,2,11,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,2,1,BAJO,10,0,0,0,0,NA
I,15/10/2020,Casa Malla,2,12,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,2,10,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,2,15,BAJO,7,0,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,15/10/2020,Casa Malla,2,4R,BAJO,10,0,0,0,0,NA
I,15/10/2020,Casa Malla,2,4C,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Casa Malla,2,9,BAJO,18,0,0,0,0,NA
I,15/10/2020,Casa Malla,2,14,BAJO,9,0,0,0,MFCHO:1,NA
I,15/10/2020,Casa Malla,2,8,BAJO,5,0,0,0,0,NA
I,15/10/2020,Casa Malla,2,2,BAJO,19,0,0,0,0,NA
I,15/10/2020,Casa Malla,3,2,BAJO,19,0,0,0,0,CLORISIS INTERVENAL
I,15/10/2020,Casa Malla,3,6,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,3,16,BAJO,15,0,0,MFCHO:1,MFCHO:1,NA
I,15/10/2020,Casa Malla,3,10,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,3,14,BAJO,11,4,MFCHO:1,MFCHO:1,MFCHO:1,NA
I,15/10/2020,Casa Malla,3,9,BAJO,14,0,0,0,0,NA
I,15/10/2020,Casa Malla,3,4R,BAJO,8,1,0,0,0,NA
I,15/10/2020,Casa Malla,3,4C,BAJO,NA,NA,NA,NA,NA,NA
I,15/10/2020,Casa Malla,3,3,BAJO,26,0,0,0,0,NA
I,15/10/2020,Casa Malla,3,15,BAJO,4,0,0,MFCHO:1,MFCHO:1,NA
I,15/10/2020,Casa Malla,3,11,BAJO,NA,NA,NA,NA,NA,SCLEROTIUM ROLFSII
I,15/10/2020,Casa Malla,3,12,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,3,13,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Casa Malla,3,1,BAJO,17,1,0,0,0,NA
I,15/10/2020,Casa Malla,3,7,BAJO,9,2,0,0,0,SCLEROTIUM ROLFSII
I,15/10/2020,Casa Malla,3,8,BAJO,4,0,0,0,0,NA
I,15/10/2020,Casa Malla,3,5,BAJO,15,0,0,0,0,NA
I,15/10/2020,Campo Abierto,1,4,ALTO,NA,NA,0,0,0,NA
I,15/10/2020,Campo Abierto,1,3,ALTO,NA,NA,0,PEV,PEV;MF:2,NA
I,15/10/2020,Campo Abierto,1,2,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,1,5,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,1,1,ALTO,NA,NA,0,0,MFCC:1,NA
I,15/10/2020,Campo Abierto,1,7,ALTO,15,0,0,0,0,POCO DESARROLLO
I,15/10/2020,Campo Abierto,1,6,ALTO,13,2,0,0,0,NA
I,15/10/2020,Campo Abierto,2,7,ALTO,17,0,0,0,0,NA
I,15/10/2020,Campo Abierto,2,6,ALTO,14,0,0,0,0,NA
I,15/10/2020,Campo Abierto,2,1,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,2,5,ALTO,NA,NA,PEV,PEV,PEV;MFHB:1,NA
I,15/10/2020,Campo Abierto,2,3,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,2,2,ALTO,NA,NA,PEV,PEV,PEV;TT:1,NA
I,15/10/2020,Campo Abierto,2,4,ALTO,NA,NA,PEV,PEV,PEV;MAN:1,NA
I,15/10/2020,Campo Abierto,3,3,ALTO,NA,NA,PEV,PEV;TT:1,PEV;TT:1,NA
I,15/10/2020,Campo Abierto,3,2,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,3,1,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,3,4,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,3,5,ALTO,NA,NA,PEV,PEV,PEV,NA
I,15/10/2020,Campo Abierto,3,7,ALTO,17,0,0,0,0,NA
I,15/10/2020,Campo Abierto,3,6,ALTO,17,0,0,0,0,NA
I,15/10/2020,Campo abierto,1,3,BAJO,NA,NA,0,0,0,NA
I,15/10/2020,Campo abierto,1,12,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Campo abierto,1,6,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Campo abierto,1,5,BAJO,NA,NA,0,0,0,NA
I,15/10/2020,Campo abierto,1,2,BAJO,NA,1,0,0,0,NA
I,15/10/2020,Campo abierto,1,13,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Campo abierto,1,7,BAJO,13,0,0,0,0,NA
I,15/10/2020,Campo abierto,1,11,BAJO,NA,NA,NA,NA,NA,FLORECIDA
I,15/10/2020,Campo abierto,1,15,BAJO,14,1,0,0,0,NA
I,15/10/2020,Campo abierto,1,10,BAJO,NA,NA,NA,NA,NA,FLORECIDA
